raw_availability_id,external_accommodation_id,availability_date,is_closed,allocation,booked_by_customer,booked_by_owner,actual_available,potential_available,load_ts,source_file
1661,ACC2057,2024-07-19 00:00:00,N,1,0,0,1,2,2024-09-08 00:00:00,availability_202407.csv
1662,ACC2057,2024-07-20 00:00:00,N,2,2,0,0,1,2024-01-23 00:00:00,availability_202407.csv
1663,ACC2057,2024-07-21 00:00:00,N,1,0,1,0,1,2024-06-11 00:00:00,availability_202407.csv
1664,ACC2057,2024-07-22 00:00:00,N,3,3,0,0,0,2024-07-08 00:00:00,availability_202407.csv
1665,ACC2057,2024-07-23 00:00:00,N,2,1,0,1,1,2024-10-12 00:00:00,availability_202407.csv
1666,ACC2057,2024-07-24 00:00:00,N,2,1,0,1,2,2024-05-30 00:00:00,availability_202407.csv
1667,ACC2057,2024-07-25 00:00:00,N,3,2,0,1,2,2024-04-09 00:00:00,availability_202407.csv
1668,ACC2057,2024-07-26 00:00:00,N,3,1,1,1,2,2024-11-04 00:00:00,availability_202407.csv
1669,ACC2057,2024-07-27 00:00:00,N,1,0,1,0,1,2024-01-23 00:00:00,availability_202407.csv
1670,ACC2057,2024-07-28 00:00:00,N,1,1,1,0,0,2024-12-17 00:00:00,availability_202407.csv
1671,ACC2057,2024-07-29 00:00:00,N,3,1,0,2,2,2024-01-12 00:00:00,availability_202407.csv
1672,ACC2057,2024-07-30 00:00:00,N,2,0,1,1,1,2024-11-12 00:00:00,availability_202407.csv
1673,ACC2057,2024-07-31 00:00:00,N,1,1,1,0,0,2024-02-08 00:00:00,availability_202407.csv
1674,ACC2057,2024-08-01 00:00:00,N,2,0,0,2,2,2024-05-21 00:00:00,availability_202408.csv
1675,ACC2057,2024-08-02 00:00:00,N,2,0,0,2,2,2024-11-04 00:00:00,availability_202408.csv
1676,ACC2057,2024-08-03 00:00:00,N,3,2,1,0,0,2024-09-17 00:00:00,availability_202408.csv
1677,ACC2057,2024-08-04 00:00:00,N,1,0,1,0,0,2024-06-04 00:00:00,availability_202408.csv
1678,ACC2057,2024-08-05 00:00:00,N,3,3,1,0,1,2024-01-13 00:00:00,availability_202408.csv
1679,ACC2057,2024-08-06 00:00:00,N,2,1,0,1,1,2024-01-24 00:00:00,availability_202408.csv
1680,ACC2057,2024-08-07 00:00:00,N,1,1,0,0,0,2024-08-14 00:00:00,availability_202408.csv
1681,ACC2057,2024-08-08 00:00:00,N,3,3,1,0,1,2024-06-20 00:00:00,availability_202408.csv
1682,ACC2057,2024-08-09 00:00:00,N,1,0,1,0,1,2024-09-04 00:00:00,availability_202408.csv
1683,ACC2057,2024-08-10 00:00:00,N,3,3,0,0,1,2024-08-19 00:00:00,availability_202408.csv
1684,ACC2057,2024-08-11 00:00:00,N,1,0,1,0,0,2024-05-09 00:00:00,availability_202408.csv
1685,ACC2057,2024-08-12 00:00:00,N,2,1,0,1,1,2024-08-10 00:00:00,availability_202408.csv
1686,ACC2057,2024-08-13 00:00:00,N,3,1,0,2,3,2024-07-31 00:00:00,availability_202408.csv
1687,ACC2057,2024-08-14 00:00:00,N,3,0,1,2,2,2024-12-24 00:00:00,availability_202408.csv
1688,ACC2057,2024-08-15 00:00:00,N,2,2,0,0,1,2024-02-08 00:00:00,availability_202408.csv
1689,ACC2057,2024-08-16 00:00:00,N,2,2,0,0,1,2024-09-10 00:00:00,availability_202408.csv
1690,ACC2057,2024-08-17 00:00:00,N,2,0,0,2,2,2024-05-13 00:00:00,availability_202408.csv
1691,ACC2057,2024-08-18 00:00:00,N,2,0,0,2,3,2024-02-14 00:00:00,availability_202408.csv
1692,ACC2057,2024-08-19 00:00:00,Y,3,3,1,0,0,2024-02-01 00:00:00,availability_202408.csv
1693,ACC2057,2024-08-20 00:00:00,N,3,1,1,1,1,2024-12-12 00:00:00,availability_202408.csv
1694,ACC2057,2024-08-21 00:00:00,N,2,2,1,0,1,2024-09-23 00:00:00,availability_202408.csv
1695,ACC2057,2024-08-22 00:00:00,N,1,1,1,0,1,2024-05-13 00:00:00,availability_202408.csv
1696,ACC2057,2024-08-23 00:00:00,N,1,0,0,1,2,2024-03-03 00:00:00,availability_202408.csv
1697,ACC2057,2024-08-24 00:00:00,N,2,1,0,1,2,2024-05-19 00:00:00,availability_202408.csv
1698,ACC2057,2024-08-25 00:00:00,N,3,0,0,3,3,2024-08-02 00:00:00,availability_202408.csv
1699,ACC2057,2024-08-26 00:00:00,N,2,2,1,0,0,2024-10-18 00:00:00,availability_202408.csv
1700,ACC2057,2024-08-27 00:00:00,N,1,1,1,0,0,2024-08-20 00:00:00,availability_202408.csv
1701,ACC2057,2024-08-28 00:00:00,N,2,1,1,0,1,2024-01-08 00:00:00,availability_202408.csv
1702,ACC2057,2024-08-29 00:00:00,N,1,1,0,0,1,2024-11-13 00:00:00,availability_202408.csv
1703,ACC2057,2024-08-30 00:00:00,N,2,1,0,1,2,2024-11-17 00:00:00,availability_202408.csv
1704,ACC2057,2024-08-31 00:00:00,N,1,0,0,1,2,2024-08-12 00:00:00,availability_202408.csv
1705,ACC2057,2024-09-01 00:00:00,N,1,1,1,0,1,2024-07-22 00:00:00,availability_202409.csv
1706,ACC2057,2024-09-02 00:00:00,N,2,2,0,0,0,2024-02-04 00:00:00,availability_202409.csv
1707,ACC2057,2024-09-03 00:00:00,N,3,3,1,0,0,2024-08-16 00:00:00,availability_202409.csv
1708,ACC2057,2024-09-04 00:00:00,N,1,1,0,0,1,2024-03-16 00:00:00,availability_202409.csv
1709,ACC2057,2024-09-05 00:00:00,N,3,3,0,0,1,2024-12-19 00:00:00,availability_202409.csv
1710,ACC2057,2024-09-06 00:00:00,N,3,1,1,1,2,2024-04-25 00:00:00,availability_202409.csv
1711,ACC2057,2024-09-07 00:00:00,N,1,0,1,0,0,2024-10-08 00:00:00,availability_202409.csv
1712,ACC2057,2024-09-08 00:00:00,N,2,1,1,0,0,2024-05-23 00:00:00,availability_202409.csv
1713,ACC2057,2024-09-09 00:00:00,N,1,0,1,0,0,2024-06-03 00:00:00,availability_202409.csv
1714,ACC2057,2024-09-10 00:00:00,N,3,3,1,0,0,2024-10-03 00:00:00,availability_202409.csv
1715,ACC2057,2024-09-11 00:00:00,N,3,3,1,0,1,2024-12-02 00:00:00,availability_202409.csv
1716,ACC2057,2024-09-12 00:00:00,N,1,1,0,0,1,2024-02-23 00:00:00,availability_202409.csv
1717,ACC2057,2024-09-13 00:00:00,N,1,1,1,0,0,2024-09-02 00:00:00,availability_202409.csv
1718,ACC2057,2024-09-14 00:00:00,N,3,0,1,2,2,2024-07-25 00:00:00,availability_202409.csv
1719,ACC2057,2024-09-15 00:00:00,N,1,0,1,0,1,2024-02-13 00:00:00,availability_202409.csv
1720,ACC2057,2024-09-16 00:00:00,N,1,1,0,0,0,2024-12-23 00:00:00,availability_202409.csv
1721,ACC2057,2024-09-17 00:00:00,N,3,1,0,2,2,2024-07-22 00:00:00,availability_202409.csv
1722,ACC2057,2024-09-18 00:00:00,N,2,1,0,1,2,2024-12-11 00:00:00,availability_202409.csv
1723,ACC2057,2024-09-19 00:00:00,N,3,3,1,0,1,2024-03-29 00:00:00,availability_202409.csv
1724,ACC2057,2024-09-20 00:00:00,N,3,0,0,3,4,2024-10-18 00:00:00,availability_202409.csv
1725,ACC2057,2024-09-21 00:00:00,N,3,1,0,2,3,2024-11-29 00:00:00,availability_202409.csv
1726,ACC2057,2024-09-22 00:00:00,Y,3,3,1,0,1,2024-02-22 00:00:00,availability_202409.csv
1727,ACC2057,2024-09-23 00:00:00,N,2,1,0,1,2,2024-08-23 00:00:00,availability_202409.csv
1728,ACC2057,2024-09-24 00:00:00,N,3,1,1,1,2,2024-12-20 00:00:00,availability_202409.csv
1729,ACC2057,2024-09-25 00:00:00,N,1,0,1,0,0,2024-01-14 00:00:00,availability_202409.csv
1730,ACC2057,2024-09-26 00:00:00,N,3,1,1,1,1,2024-08-14 00:00:00,availability_202409.csv
1731,ACC2057,2024-09-27 00:00:00,N,1,1,1,0,1,2024-09-01 00:00:00,availability_202409.csv
1732,ACC2057,2024-09-28 00:00:00,N,1,0,1,0,0,2024-04-02 00:00:00,availability_202409.csv
1733,ACC2057,2024-09-29 00:00:00,N,1,0,1,0,0,2024-11-05 00:00:00,availability_202409.csv
1734,ACC2057,2024-09-30 00:00:00,N,1,1,0,0,1,2024-11-30 00:00:00,availability_202409.csv
1735,ACC2057,2024-10-01 00:00:00,N,2,2,0,0,0,2024-04-17 00:00:00,availability_202410.csv
1736,ACC2057,2024-10-02 00:00:00,N,1,1,1,0,0,2024-04-08 00:00:00,availability_202410.csv
1737,ACC2057,2024-10-03 00:00:00,N,2,1,0,1,1,2024-04-24 00:00:00,availability_202410.csv
1738,ACC2057,2024-10-04 00:00:00,N,2,0,0,2,2,2024-02-15 00:00:00,availability_202410.csv
1739,ACC2057,2024-10-05 00:00:00,N,1,0,0,1,2,2024-12-23 00:00:00,availability_202410.csv
1740,ACC2057,2024-10-06 00:00:00,N,2,1,1,0,0,2024-05-29 00:00:00,availability_202410.csv
1741,ACC2057,2024-10-07 00:00:00,N,3,2,1,0,0,2024-02-18 00:00:00,availability_202410.csv
1742,ACC2057,2024-10-08 00:00:00,N,3,3,0,0,0,2024-07-08 00:00:00,availability_202410.csv
1743,ACC2057,2024-10-09 00:00:00,Y,3,1,0,2,3,2024-04-20 00:00:00,availability_202410.csv
1744,ACC2057,2024-10-10 00:00:00,N,2,1,1,0,0,2024-07-21 00:00:00,availability_202410.csv
1745,ACC2057,2024-10-11 00:00:00,N,2,2,0,0,1,2024-04-30 00:00:00,availability_202410.csv
1746,ACC2057,2024-10-12 00:00:00,N,2,2,1,0,1,2024-06-07 00:00:00,availability_202410.csv
1747,ACC2057,2024-10-13 00:00:00,N,3,0,0,3,3,2024-03-08 00:00:00,availability_202410.csv
1748,ACC2057,2024-10-14 00:00:00,N,2,1,0,1,1,2024-07-12 00:00:00,availability_202410.csv
1749,ACC2057,2024-10-15 00:00:00,N,3,0,1,2,3,2024-03-16 00:00:00,availability_202410.csv
1750,ACC2057,2024-10-16 00:00:00,N,3,1,0,2,2,2024-05-16 00:00:00,availability_202410.csv
1751,ACC2057,2024-10-17 00:00:00,N,2,1,0,1,2,2024-01-26 00:00:00,availability_202410.csv
1752,ACC2057,2024-10-18 00:00:00,N,2,2,1,0,0,2024-01-31 00:00:00,availability_202410.csv
1753,ACC2057,2024-10-19 00:00:00,N,3,1,1,1,1,2024-02-18 00:00:00,availability_202410.csv
1754,ACC2057,2024-10-20 00:00:00,N,1,0,0,1,1,2024-10-27 00:00:00,availability_202410.csv
1755,ACC2057,2024-10-21 00:00:00,N,3,0,0,3,3,2024-12-07 00:00:00,availability_202410.csv
1756,ACC2057,2024-10-22 00:00:00,N,3,2,1,0,1,2024-08-06 00:00:00,availability_202410.csv
1757,ACC2057,2024-10-23 00:00:00,N,1,1,0,0,1,2024-09-19 00:00:00,availability_202410.csv
1758,ACC2057,2024-10-24 00:00:00,N,1,0,0,1,1,2024-01-04 00:00:00,availability_202410.csv
1759,ACC2057,2024-10-25 00:00:00,N,2,2,1,0,0,2024-02-10 00:00:00,availability_202410.csv
1760,ACC2057,2024-10-26 00:00:00,N,3,1,0,2,3,2024-04-18 00:00:00,availability_202410.csv
1761,ACC2057,2024-10-27 00:00:00,N,1,1,0,0,1,2024-05-14 00:00:00,availability_202410.csv
1762,ACC2057,2024-10-28 00:00:00,N,1,0,0,1,1,2024-03-02 00:00:00,availability_202410.csv
1763,ACC2057,2024-10-29 00:00:00,N,2,1,1,0,0,2024-10-22 00:00:00,availability_202410.csv
1764,ACC2057,2024-10-30 00:00:00,N,1,1,0,0,0,2024-11-04 00:00:00,availability_202410.csv
1765,ACC2057,2024-10-31 00:00:00,N,1,0,1,0,1,2024-11-25 00:00:00,availability_202410.csv
1766,ACC2057,2024-11-01 00:00:00,Y,2,1,0,1,2,2024-10-20 00:00:00,availability_202411.csv
1767,ACC2057,2024-11-02 00:00:00,N,2,2,0,0,0,2024-10-18 00:00:00,availability_202411.csv
1768,ACC2057,2024-11-03 00:00:00,N,1,0,1,0,0,2024-02-24 00:00:00,availability_202411.csv
1769,ACC2057,2024-11-04 00:00:00,N,1,1,0,0,1,2024-01-10 00:00:00,availability_202411.csv
1770,ACC2057,2024-11-05 00:00:00,N,3,3,1,0,1,2024-07-05 00:00:00,availability_202411.csv
1771,ACC2057,2024-11-06 00:00:00,N,3,1,1,1,2,2024-04-16 00:00:00,availability_202411.csv
1772,ACC2057,2024-11-07 00:00:00,N,1,0,0,1,2,2024-01-18 00:00:00,availability_202411.csv
1773,ACC2057,2024-11-08 00:00:00,N,1,1,0,0,0,2024-07-02 00:00:00,availability_202411.csv
1774,ACC2057,2024-11-09 00:00:00,N,1,0,1,0,0,2024-06-06 00:00:00,availability_202411.csv
1775,ACC2057,2024-11-10 00:00:00,N,3,0,1,2,3,2024-01-23 00:00:00,availability_202411.csv
1776,ACC2057,2024-11-11 00:00:00,N,2,1,1,0,1,2024-06-14 00:00:00,availability_202411.csv
1777,ACC2057,2024-11-12 00:00:00,N,2,0,1,1,1,2024-03-24 00:00:00,availability_202411.csv
1778,ACC2057,2024-11-13 00:00:00,N,3,2,0,1,2,2024-12-10 00:00:00,availability_202411.csv
1779,ACC2057,2024-11-14 00:00:00,N,2,0,0,2,2,2024-07-08 00:00:00,availability_202411.csv
1780,ACC2057,2024-11-15 00:00:00,N,1,0,0,1,1,2024-12-21 00:00:00,availability_202411.csv
1781,ACC2057,2024-11-16 00:00:00,N,2,1,1,0,0,2024-11-15 00:00:00,availability_202411.csv
1782,ACC2057,2024-11-17 00:00:00,N,3,2,0,1,2,2024-12-12 00:00:00,availability_202411.csv
1783,ACC2057,2024-11-18 00:00:00,N,3,3,0,0,0,2024-11-06 00:00:00,availability_202411.csv
1784,ACC2057,2024-11-19 00:00:00,Y,2,0,0,2,2,2024-06-16 00:00:00,availability_202411.csv
1785,ACC2057,2024-11-20 00:00:00,N,3,2,1,0,0,2024-11-07 00:00:00,availability_202411.csv
1786,ACC2057,2024-11-21 00:00:00,N,3,0,0,3,3,2024-08-19 00:00:00,availability_202411.csv
1787,ACC2057,2024-11-22 00:00:00,N,2,0,0,2,3,2024-10-09 00:00:00,availability_202411.csv
1788,ACC2057,2024-11-23 00:00:00,N,3,3,1,0,0,2024-12-20 00:00:00,availability_202411.csv
1789,ACC2057,2024-11-24 00:00:00,N,1,1,1,0,0,2024-04-06 00:00:00,availability_202411.csv
1790,ACC2057,2024-11-25 00:00:00,N,2,0,1,1,1,2024-05-20 00:00:00,availability_202411.csv
1791,ACC2057,2024-11-26 00:00:00,N,1,1,0,0,0,2024-05-04 00:00:00,availability_202411.csv
1792,ACC2057,2024-11-27 00:00:00,N,3,3,0,0,0,2024-01-02 00:00:00,availability_202411.csv
1793,ACC2057,2024-11-28 00:00:00,N,1,1,1,0,0,2024-03-10 00:00:00,availability_202411.csv
1794,ACC2057,2024-11-29 00:00:00,N,3,1,1,1,1,2024-01-05 00:00:00,availability_202411.csv
1795,ACC2057,2024-11-30 00:00:00,N,3,2,1,0,1,2024-05-07 00:00:00,availability_202411.csv
1796,ACC2057,2024-12-01 00:00:00,N,3,3,0,0,1,2024-08-08 00:00:00,availability_202412.csv
1797,ACC2057,2024-12-02 00:00:00,N,1,1,1,0,0,2024-12-05 00:00:00,availability_202412.csv
1798,ACC2057,2024-12-03 00:00:00,N,3,3,0,0,0,2024-11-09 00:00:00,availability_202412.csv
1799,ACC2057,2024-12-04 00:00:00,N,1,0,0,1,2,2024-02-25 00:00:00,availability_202412.csv
1800,ACC2057,2024-12-05 00:00:00,N,2,1,0,1,2,2024-09-20 00:00:00,availability_202412.csv
1801,ACC2057,2024-12-06 00:00:00,N,1,0,1,0,0,2024-11-02 00:00:00,availability_202412.csv
1802,ACC2057,2024-12-07 00:00:00,N,2,2,1,0,0,2024-12-12 00:00:00,availability_202412.csv
1803,ACC2057,2024-12-08 00:00:00,N,2,0,0,2,3,2024-12-31 00:00:00,availability_202412.csv
1804,ACC2057,2024-12-09 00:00:00,N,3,2,0,1,1,2024-01-01 00:00:00,availability_202412.csv
1805,ACC2057,2024-12-10 00:00:00,N,1,0,0,1,1,2024-12-22 00:00:00,availability_202412.csv
1806,ACC2057,2024-12-11 00:00:00,N,1,0,1,0,1,2024-06-21 00:00:00,availability_202412.csv
1807,ACC2057,2024-12-12 00:00:00,N,2,2,1,0,0,2024-04-05 00:00:00,availability_202412.csv
1808,ACC2057,2024-12-13 00:00:00,N,1,0,1,0,0,2024-05-30 00:00:00,availability_202412.csv
1809,ACC2057,2024-12-14 00:00:00,N,1,1,1,0,0,2024-03-30 00:00:00,availability_202412.csv
1810,ACC2057,2024-12-15 00:00:00,N,3,0,1,2,2,2024-06-09 00:00:00,availability_202412.csv
1811,ACC2057,2024-12-16 00:00:00,N,1,0,1,0,1,2024-01-04 00:00:00,availability_202412.csv
1812,ACC2057,2024-12-17 00:00:00,N,3,2,0,1,1,2024-08-11 00:00:00,availability_202412.csv
1813,ACC2057,2024-12-18 00:00:00,N,3,1,1,1,2,2024-09-08 00:00:00,availability_202412.csv
1814,ACC2057,2024-12-19 00:00:00,N,1,0,0,1,2,2024-04-04 00:00:00,availability_202412.csv
1815,ACC2057,2024-12-20 00:00:00,N,2,1,0,1,2,2024-10-25 00:00:00,availability_202412.csv
1816,ACC2057,2024-12-21 00:00:00,N,1,1,1,0,0,2024-07-10 00:00:00,availability_202412.csv
1817,ACC2057,2024-12-22 00:00:00,N,2,1,0,1,2,2024-07-07 00:00:00,availability_202412.csv
1818,ACC2057,2024-12-23 00:00:00,N,1,1,1,0,1,2024-03-12 00:00:00,availability_202412.csv
1819,ACC2057,2024-12-24 00:00:00,N,1,0,1,0,1,2024-03-13 00:00:00,availability_202412.csv
1820,ACC2057,2024-12-25 00:00:00,N,2,2,1,0,0,2024-10-17 00:00:00,availability_202412.csv
1821,ACC2057,2024-12-26 00:00:00,Y,3,0,0,3,3,2024-11-12 00:00:00,availability_202412.csv
1822,ACC2057,2024-12-27 00:00:00,N,1,1,0,0,0,2024-11-30 00:00:00,availability_202412.csv
1823,ACC2057,2024-12-28 00:00:00,N,3,1,1,1,2,2024-11-16 00:00:00,availability_202412.csv
1824,ACC2057,2024-12-29 00:00:00,N,2,1,0,1,1,2024-02-24 00:00:00,availability_202412.csv
1825,ACC2057,2024-12-30 00:00:00,N,2,1,1,0,1,2024-04-26 00:00:00,availability_202412.csv
1826,ACC2053,2024-01-01 00:00:00,N,1,0,0,1,2,2024-02-03 00:00:00,availability_202401.csv
1827,ACC2053,2024-01-02 00:00:00,N,1,0,0,1,1,2024-02-03 00:00:00,availability_202401.csv
1828,ACC2053,2024-01-03 00:00:00,N,2,1,1,0,0,2024-02-12 00:00:00,availability_202401.csv
1829,ACC2053,2024-01-04 00:00:00,N,2,0,1,1,1,2024-07-09 00:00:00,availability_202401.csv
1830,ACC2053,2024-01-05 00:00:00,N,2,2,0,0,1,2024-08-30 00:00:00,availability_202401.csv
1831,ACC2053,2024-01-06 00:00:00,N,1,0,1,0,1,2024-10-15 00:00:00,availability_202401.csv
1832,ACC2053,2024-01-07 00:00:00,N,2,1,1,0,1,2024-12-22 00:00:00,availability_202401.csv
1833,ACC2053,2024-01-08 00:00:00,N,1,1,1,0,1,2024-11-27 00:00:00,availability_202401.csv
1834,ACC2053,2024-01-09 00:00:00,N,2,0,0,2,2,2024-08-17 00:00:00,availability_202401.csv
1835,ACC2053,2024-01-10 00:00:00,N,3,3,1,0,1,2024-08-19 00:00:00,availability_202401.csv
1836,ACC2053,2024-01-11 00:00:00,N,1,1,1,0,1,2024-09-16 00:00:00,availability_202401.csv
1837,ACC2053,2024-01-12 00:00:00,N,1,0,1,0,0,2024-11-11 00:00:00,availability_202401.csv
1838,ACC2053,2024-01-13 00:00:00,Y,2,1,1,0,1,2024-11-21 00:00:00,availability_202401.csv
1839,ACC2053,2024-01-14 00:00:00,N,1,0,0,1,1,2024-09-04 00:00:00,availability_202401.csv
1840,ACC2053,2024-01-15 00:00:00,N,1,1,0,0,1,2024-10-18 00:00:00,availability_202401.csv
1841,ACC2053,2024-01-16 00:00:00,N,3,1,0,2,2,2024-04-17 00:00:00,availability_202401.csv
1842,ACC2053,2024-01-17 00:00:00,N,3,0,1,2,2,2024-07-27 00:00:00,availability_202401.csv
1843,ACC2053,2024-01-18 00:00:00,N,1,1,1,0,1,2024-06-06 00:00:00,availability_202401.csv
1844,ACC2053,2024-01-19 00:00:00,N,3,2,1,0,0,2024-09-06 00:00:00,availability_202401.csv
1845,ACC2053,2024-01-20 00:00:00,N,1,0,1,0,0,2024-03-01 00:00:00,availability_202401.csv
1846,ACC2053,2024-01-21 00:00:00,N,2,1,1,0,0,2024-04-10 00:00:00,availability_202401.csv
1847,ACC2053,2024-01-22 00:00:00,N,2,0,1,1,2,2024-01-06 00:00:00,availability_202401.csv
1848,ACC2053,2024-01-23 00:00:00,N,1,1,1,0,1,2024-04-01 00:00:00,availability_202401.csv
1849,ACC2053,2024-01-24 00:00:00,N,3,2,1,0,1,2024-12-30 00:00:00,availability_202401.csv
1850,ACC2053,2024-01-25 00:00:00,N,2,2,0,0,1,2024-08-24 00:00:00,availability_202401.csv
1851,ACC2053,2024-01-26 00:00:00,N,3,3,1,0,0,2024-07-01 00:00:00,availability_202401.csv
1852,ACC2053,2024-01-27 00:00:00,N,3,3,0,0,1,2024-09-27 00:00:00,availability_202401.csv
1853,ACC2053,2024-01-28 00:00:00,N,2,2,1,0,0,2024-03-20 00:00:00,availability_202401.csv
1854,ACC2053,2024-01-29 00:00:00,N,3,3,1,0,1,2024-03-28 00:00:00,availability_202401.csv
1855,ACC2053,2024-01-30 00:00:00,N,2,1,0,1,1,2024-07-26 00:00:00,availability_202401.csv
1856,ACC2053,2024-01-31 00:00:00,N,2,1,0,1,2,2024-08-22 00:00:00,availability_202401.csv
1857,ACC2053,2024-02-01 00:00:00,N,1,0,0,1,1,2024-09-07 00:00:00,availability_202402.csv
1858,ACC2053,2024-02-02 00:00:00,N,3,3,0,0,1,2024-08-25 00:00:00,availability_202402.csv
1859,ACC2053,2024-02-03 00:00:00,N,2,2,1,0,1,2024-07-10 00:00:00,availability_202402.csv
1860,ACC2053,2024-02-04 00:00:00,N,3,1,1,1,1,2024-11-24 00:00:00,availability_202402.csv
1861,ACC2053,2024-02-05 00:00:00,N,3,0,0,3,4,2024-06-16 00:00:00,availability_202402.csv
1862,ACC2053,2024-02-06 00:00:00,N,2,0,0,2,3,2024-11-17 00:00:00,availability_202402.csv
1863,ACC2053,2024-02-07 00:00:00,N,3,2,1,0,1,2024-11-22 00:00:00,availability_202402.csv
1864,ACC2053,2024-02-08 00:00:00,N,1,1,0,0,1,2024-11-24 00:00:00,availability_202402.csv
1865,ACC2053,2024-02-09 00:00:00,N,1,1,1,0,0,2024-01-14 00:00:00,availability_202402.csv
1866,ACC2053,2024-02-10 00:00:00,N,1,0,1,0,1,2024-02-23 00:00:00,availability_202402.csv
1867,ACC2053,2024-02-11 00:00:00,N,1,1,0,0,0,2024-02-25 00:00:00,availability_202402.csv
1868,ACC2053,2024-02-12 00:00:00,N,3,1,1,1,1,2024-05-12 00:00:00,availability_202402.csv
1869,ACC2053,2024-02-13 00:00:00,N,1,1,1,0,0,2024-06-16 00:00:00,availability_202402.csv
1870,ACC2053,2024-02-14 00:00:00,N,1,1,1,0,1,2024-08-08 00:00:00,availability_202402.csv
1871,ACC2053,2024-02-15 00:00:00,N,2,0,1,1,1,2024-05-18 00:00:00,availability_202402.csv
1872,ACC2053,2024-02-16 00:00:00,N,1,1,1,0,0,2024-03-19 00:00:00,availability_202402.csv
1873,ACC2053,2024-02-17 00:00:00,N,1,0,0,1,1,2024-01-02 00:00:00,availability_202402.csv
1874,ACC2053,2024-02-18 00:00:00,Y,2,1,1,0,0,2024-07-11 00:00:00,availability_202402.csv
1875,ACC2053,2024-02-19 00:00:00,N,2,0,0,2,2,2024-05-22 00:00:00,availability_202402.csv
1876,ACC2053,2024-02-20 00:00:00,Y,3,3,1,0,1,2024-08-19 00:00:00,availability_202402.csv
1877,ACC2053,2024-02-21 00:00:00,N,1,1,0,0,0,2024-10-20 00:00:00,availability_202402.csv
1878,ACC2053,2024-02-22 00:00:00,N,1,0,0,1,2,2024-07-18 00:00:00,availability_202402.csv
1879,ACC2053,2024-02-23 00:00:00,N,3,1,0,2,2,2024-08-04 00:00:00,availability_202402.csv
1880,ACC2053,2024-02-24 00:00:00,N,3,2,0,1,2,2024-11-17 00:00:00,availability_202402.csv
1881,ACC2053,2024-02-25 00:00:00,N,1,1,1,0,1,2024-03-05 00:00:00,availability_202402.csv
1882,ACC2053,2024-02-26 00:00:00,N,1,1,1,0,1,2024-02-06 00:00:00,availability_202402.csv
1883,ACC2053,2024-02-27 00:00:00,N,1,0,0,1,1,2024-01-17 00:00:00,availability_202402.csv
1884,ACC2053,2024-02-28 00:00:00,N,3,3,1,0,0,2024-06-01 00:00:00,availability_202402.csv
1885,ACC2053,2024-02-29 00:00:00,N,1,1,0,0,0,2024-02-19 00:00:00,availability_202402.csv
1886,ACC2053,2024-03-01 00:00:00,N,2,0,1,1,2,2024-08-30 00:00:00,availability_202403.csv
1887,ACC2053,2024-03-02 00:00:00,Y,3,1,1,1,2,2024-06-30 00:00:00,availability_202403.csv
1888,ACC2053,2024-03-03 00:00:00,N,1,0,1,0,0,2024-05-18 00:00:00,availability_202403.csv
1889,ACC2053,2024-03-04 00:00:00,N,1,0,0,1,1,2024-05-26 00:00:00,availability_202403.csv
1890,ACC2053,2024-03-05 00:00:00,N,1,0,0,1,2,2024-03-27 00:00:00,availability_202403.csv
1891,ACC2053,2024-03-06 00:00:00,N,1,0,1,0,1,2024-09-16 00:00:00,availability_202403.csv
1892,ACC2053,2024-03-07 00:00:00,N,3,1,1,1,2,2024-03-25 00:00:00,availability_202403.csv
1893,ACC2053,2024-03-08 00:00:00,N,3,3,0,0,1,2024-12-19 00:00:00,availability_202403.csv
1894,ACC2053,2024-03-09 00:00:00,N,3,3,1,0,0,2024-03-01 00:00:00,availability_202403.csv
1895,ACC2053,2024-03-10 00:00:00,Y,1,0,0,1,2,2024-03-29 00:00:00,availability_202403.csv
1896,ACC2053,2024-03-11 00:00:00,N,3,1,0,2,3,2024-03-25 00:00:00,availability_202403.csv
1897,ACC2053,2024-03-12 00:00:00,N,1,0,1,0,0,2024-05-18 00:00:00,availability_202403.csv
1898,ACC2053,2024-03-13 00:00:00,N,2,2,0,0,0,2024-11-18 00:00:00,availability_202403.csv
1899,ACC2053,2024-03-14 00:00:00,N,1,1,1,0,1,2024-10-08 00:00:00,availability_202403.csv
1900,ACC2053,2024-03-15 00:00:00,N,2,1,0,1,1,2024-12-31 00:00:00,availability_202403.csv
1901,ACC2053,2024-03-16 00:00:00,N,1,1,0,0,1,2024-06-15 00:00:00,availability_202403.csv
1902,ACC2053,2024-03-17 00:00:00,N,3,2,0,1,1,2024-04-10 00:00:00,availability_202403.csv
1903,ACC2053,2024-03-18 00:00:00,N,3,3,0,0,1,2024-12-09 00:00:00,availability_202403.csv
1904,ACC2053,2024-03-19 00:00:00,N,2,0,1,1,1,2024-06-08 00:00:00,availability_202403.csv
1905,ACC2053,2024-03-20 00:00:00,N,2,2,1,0,0,2024-11-08 00:00:00,availability_202403.csv
1906,ACC2053,2024-03-21 00:00:00,N,2,2,1,0,0,2024-10-27 00:00:00,availability_202403.csv
1907,ACC2053,2024-03-22 00:00:00,N,3,0,1,2,3,2024-01-17 00:00:00,availability_202403.csv
1908,ACC2053,2024-03-23 00:00:00,N,1,1,1,0,0,2024-06-18 00:00:00,availability_202403.csv
