raw_booking_id,source_system,external_booking_id,booking_reference,external_customer_id,brochure,brand,created_ts,cancelled_ts,cancellation_reason,confirmed_ts,accommodation_start,accommodation_end,component_start,component_end,total_price,total_cost,credit_card_fee,booking_fee,cancellation_fee,adults,children,infants,is_owner_booking,booking_channel,channel_group,channel_reference,external_accommodation_id,load_ts,source_file
483,Micros,BK900483,BHG-2024-000483,CUST100379,BRO-CHÂ-SPR24,Château Moderne,2024-04-23 00:00:00,,,2024-04-25 01:00:00,2024-09-23 01:00:00,2024-09-26 01:00:00,2024-09-23 01:00:00,2024-09-26 01:00:00,7941.34,6002.31,214.12,12.07,0.0,4,1,1,N,Travel Agent,Direct,CH-8153,ACC2056,2024-04-23 00:00:00,bookings_202404.csv
484,Mews,BK900484,BHG-2024-000484,CUST100380,BRO-GRA-SUM24,Grand Palais,2024-04-28 00:00:00,,,2024-04-29 10:00:00,2024-08-14 10:00:00,2024-08-19 10:00:00,2024-08-14 10:00:00,2024-08-19 10:00:00,9872.93,5574.49,178.99,12.62,0.0,2,2,1,N,Travel Agent,Indirect,CH-7061,ACC2037,2024-04-28 00:00:00,bookings_202404.csv
485,Mews,BK900485,BHG-2024-000485,CUST100023,BRO-MAI-SPR24,Maison Royale,2024-12-15 00:00:00,,,2024-12-15 01:00:00,2025-05-17 01:00:00,2025-05-21 01:00:00,2025-05-17 01:00:00,2025-05-21 01:00:00,6875.22,4074.49,144.29,6.42,0.0,2,0,0,Y,Corporate,Indirect,CH-8318,ACC2035,2024-12-15 00:00:00,bookings_202412.csv
486,Micros,BK900486,BHG-2024-000486,CUST100187,BRO-GRA-SPR24,Grand Palais,2023-09-03 00:00:00,,,2023-09-03 01:00:00,2024-01-04 01:00:00,2024-01-07 01:00:00,2024-01-04 01:00:00,2024-01-07 01:00:00,2300.15,1468.66,66.7,12.87,0.0,2,2,0,N,Telephone,Direct,CH-7806,ACC2008,2023-09-03 00:00:00,bookings_202309.csv
487,Mews,BK900487,BHG-2024-000487,CUST100120,BRO-MAI-SUM24,Maison Royale,2023-11-21 00:00:00,,,2023-11-22 15:00:00,2024-01-22 15:00:00,2024-01-23 15:00:00,2024-01-22 15:00:00,2024-01-23 15:00:00,697.89,538.1,17.59,0.81,0.0,2,0,1,Y,OTA,Indirect,CH-3736,ACC2020,2023-11-21 00:00:00,bookings_202311.csv
488,ProtelPMS,BK900488,BHG-2024-000488,CUST100146,BRO-CHÂ-WIN24,Château Moderne,2023-05-04 00:00:00,,,2023-05-04 10:00:00,2023-08-13 10:00:00,2023-08-23 10:00:00,2023-08-13 10:00:00,2023-08-23 10:00:00,5772.3,3656.36,170.52,12.57,0.0,2,0,0,Y,OTA,Indirect,CH-5255,ACC2060,2023-05-04 00:00:00,bookings_202305.csv
489,ProtelPMS,BK900489,BHG-2024-000489,CUST100274,BRO-GRA-WIN24,Grand Palais,2024-11-27 00:00:00,,,2024-11-29 15:00:00,2024-12-18 15:00:00,2024-12-20 15:00:00,2024-12-18 15:00:00,2024-12-20 15:00:00,4515.19,2910.09,90.85,33.39,0.0,3,0,0,N,Corporate,Indirect,CH-8421,ACC2055,2024-11-27 00:00:00,bookings_202411.csv
490,Mews,BK900490,BHG-2024-000490,CUST100136,BRO-GRA-SPR24,Grand Palais,2024-03-16 00:00:00,,,2024-03-18 03:00:00,2024-06-15 03:00:00,2024-06-20 03:00:00,2024-06-15 03:00:00,2024-06-20 03:00:00,3945.96,2226.5,108.16,41.63,0.0,2,0,0,N,Corporate,Corporate,CH-2030,ACC2037,2024-03-16 00:00:00,bookings_202403.csv
491,Mews,BK900491,BHG-2024-000491,CUST100026,BRO-CHÂ-SUM24,Château Moderne,2024-01-12 00:00:00,,,2024-01-13 17:00:00,2024-07-04 17:00:00,2024-07-14 17:00:00,2024-07-04 17:00:00,2024-07-14 17:00:00,9513.12,6290.88,240.08,32.83,0.0,1,0,0,N,Telephone,Indirect,CH-8587,ACC2060,2024-01-12 00:00:00,bookings_202401.csv
492,ProtelPMS,BK900492,BHG-2024-000492,CUST100679,BRO-GRA-SUM24,Grand Palais,2023-07-19 00:00:00,,,2023-07-19 15:00:00,2023-11-11 15:00:00,2023-11-12 15:00:00,2023-11-11 15:00:00,2023-11-12 15:00:00,819.93,492.0,17.19,36.28,0.0,1,2,0,Y,Telephone,Direct,CH-4251,ACC2055,2023-07-19 00:00:00,bookings_202307.csv
493,Mews,BK900493,BHG-2024-000493,CUST100125,BRO-GRA-WIN24,Grand Palais,2024-01-23 00:00:00,,,2024-01-24 20:00:00,2024-04-29 20:00:00,2024-05-01 20:00:00,2024-04-29 20:00:00,2024-05-01 20:00:00,2696.04,1598.46,69.81,38.52,0.0,2,0,0,N,Telephone,Corporate,CH-7119,ACC2013,2024-01-23 00:00:00,bookings_202401.csv
494,ProtelPMS,BK900494,BHG-2024-000494,CUST100631,BRO-GRA-SUM24,Grand Palais,2024-11-06 00:00:00,,,2024-11-07 03:00:00,2025-01-13 03:00:00,2025-01-15 03:00:00,2025-01-13 03:00:00,2025-01-15 03:00:00,4555.81,2704.89,104.02,27.36,0.0,3,1,0,N,Travel Agent,Indirect,CH-4638,ACC2023,2024-11-06 00:00:00,bookings_202411.csv
495,Mews,BK900495,BHG-2024-000495,CUST100363,BRO-GRA-WIN24,Grand Palais,2023-05-13 00:00:00,2023-05-26 05:00:00,No reason given,2023-05-14 05:00:00,2023-09-06 05:00:00,2023-09-11 05:00:00,2023-09-06 05:00:00,2023-09-11 05:00:00,1162.25,652.32,34.45,2.05,232.45,1,1,1,Y,Web,Corporate,CH-3595,ACC2015,2023-05-13 00:00:00,bookings_202305.csv
496,ProtelPMS,BK900496,BHG-2024-000496,CUST100205,BRO-CHÂ-WIN24,Château Moderne,2023-02-09 00:00:00,,,2023-02-09 12:00:00,2023-02-19 12:00:00,2023-02-26 12:00:00,2023-02-19 12:00:00,2023-02-26 12:00:00,9968.66,7665.85,296.14,10.0,0.0,2,0,0,N,Corporate,Corporate,CH-8122,ACC2025,2023-02-09 00:00:00,bookings_202302.csv
497,Micros,BK900497,BHG-2024-000497,CUST100269,BRO-MAI-WIN24,Maison Royale,2023-09-22 00:00:00,,,2023-09-24 03:00:00,2024-01-31 03:00:00,2024-02-03 03:00:00,2024-01-31 03:00:00,2024-02-03 03:00:00,3346.13,2594.34,98.59,44.2,0.0,4,0,0,N,Telephone,Corporate,CH-9328,ACC2035,2023-09-22 00:00:00,bookings_202309.csv
498,Mews,BK900498,BHG-2024-000498,CUST100018,BRO-GRA-WIN24,Grand Palais,2023-04-19 00:00:00,,,2023-04-20 13:00:00,2023-06-30 13:00:00,2023-07-02 13:00:00,2023-06-30 13:00:00,2023-07-02 13:00:00,4649.68,3268.5,117.54,38.71,0.0,3,2,0,N,Corporate,Direct,CH-7177,ACC2041,2023-04-19 00:00:00,bookings_202304.csv
499,Mews,BK900499,BHG-2024-000499,CUST100188,BRO-CHÂ-SUM24,Château Moderne,2024-09-24 00:00:00,,,2024-09-25 19:00:00,2024-11-25 19:00:00,2024-11-29 19:00:00,2024-11-25 19:00:00,2024-11-29 19:00:00,7220.13,4377.33,200.91,5.16,0.0,2,0,1,N,Corporate,Corporate,CH-9057,ACC2053,2024-09-24 00:00:00,bookings_202409.csv
500,ProtelPMS,BK900500,BHG-2024-000500,CUST100283,BRO-CHÂ-WIN24,Château Moderne,2023-08-30 00:00:00,,,2023-08-30 00:00:00,2024-01-08 00:00:00,2024-01-12 00:00:00,2024-01-08 00:00:00,2024-01-12 00:00:00,5754.6,3593.81,87.49,29.7,0.0,2,0,0,Y,Telephone,Indirect,CH-1939,ACC2007,2023-08-30 00:00:00,bookings_202308.csv
501,Micros,BK900501,BHG-2024-000501,CUST100521,BRO-CHÂ-SPR24,Château Moderne,2023-10-21 00:00:00,,,2023-10-23 03:00:00,2023-12-27 03:00:00,2024-01-10 03:00:00,2023-12-27 03:00:00,2024-01-10 03:00:00,5819.64,4178.59,156.32,2.03,0.0,2,0,1,N,OTA,Direct,CH-3855,ACC2051,2023-10-21 00:00:00,bookings_202310.csv
502,Mews,BK900502,BHG-2024-000502,CUST100642,BRO-GRA-SUM24,Grand Palais,2023-03-10 00:00:00,,,2023-03-11 23:00:00,2023-04-09 23:00:00,2023-04-14 23:00:00,2023-04-09 23:00:00,2023-04-14 23:00:00,6439.18,4901.58,129.64,19.27,0.0,2,0,0,N,OTA,Corporate,CH-7159,ACC2043,2023-03-10 00:00:00,bookings_202303.csv
503,Mews,BK900503,BHG-2024-000503,CUST100607,BRO-CHÂ-AUT24,Château Moderne,2024-08-28 00:00:00,,,2024-08-29 17:00:00,2024-12-29 17:00:00,2025-01-08 17:00:00,2024-12-29 17:00:00,2025-01-08 17:00:00,22667.92,12470.11,386.63,11.41,0.0,4,0,0,N,GDS,Direct,CH-2165,ACC2014,2024-08-28 00:00:00,bookings_202408.csv
504,Micros,BK900504,BHG-2024-000504,CUST100638,BRO-CHÂ-AUT24,Château Moderne,2024-10-29 00:00:00,,,2024-10-31 15:00:00,2024-12-01 15:00:00,2024-12-03 15:00:00,2024-12-01 15:00:00,2024-12-03 15:00:00,433.09,258.3,8.08,32.24,0.0,1,0,0,Y,OTA,Corporate,CH-8436,ACC2056,2024-10-29 00:00:00,bookings_202410.csv
505,Micros,BK900505,BHG-2024-000505,CUST100416,BRO-MAI-AUT24,Maison Royale,2024-08-02 00:00:00,2024-08-18 18:00:00,Change of plans,2024-08-04 18:00:00,2024-12-10 18:00:00,2024-12-13 18:00:00,2024-12-10 18:00:00,2024-12-13 18:00:00,1333.66,918.15,35.42,5.93,266.73,2,1,0,Y,Travel Agent,Corporate,CH-9690,ACC2003,2024-08-02 00:00:00,bookings_202408.csv
506,ProtelPMS,BK900506,BHG-2024-000506,CUST100548,BRO-GRA-SPR24,Grand Palais,2024-05-01 00:00:00,,,2024-05-03 21:00:00,2024-08-25 21:00:00,2024-08-29 21:00:00,2024-08-25 21:00:00,2024-08-29 21:00:00,3948.17,2718.72,96.53,17.2,0.0,3,0,0,N,Web,Corporate,CH-6486,ACC2040,2024-05-01 00:00:00,bookings_202405.csv
507,Micros,BK900507,BHG-2024-000507,CUST100187,BRO-GRA-AUT24,Grand Palais,2023-05-08 00:00:00,,,2023-05-08 18:00:00,2023-05-26 18:00:00,2023-05-28 18:00:00,2023-05-26 18:00:00,2023-05-28 18:00:00,1649.15,1091.48,34.09,44.69,0.0,1,0,0,N,Corporate,Direct,CH-1818,ACC2015,2023-05-08 00:00:00,bookings_202305.csv
508,ProtelPMS,BK900508,BHG-2024-000508,CUST100002,BRO-CHÂ-SUM24,Château Moderne,2024-03-06 00:00:00,,,2024-03-08 23:00:00,2024-07-11 23:00:00,2024-07-16 23:00:00,2024-07-11 23:00:00,2024-07-16 23:00:00,5005.92,3412.29,119.62,41.55,0.0,2,1,1,Y,Telephone,Indirect,CH-6694,ACC2009,2024-03-06 00:00:00,bookings_202403.csv
509,Mews,BK900509,BHG-2024-000509,CUST100437,BRO-MAI-AUT24,Maison Royale,2023-02-04 00:00:00,2023-02-13 08:00:00,Price,2023-02-05 08:00:00,2023-05-07 08:00:00,2023-05-08 08:00:00,2023-05-07 08:00:00,2023-05-08 08:00:00,1121.43,626.49,29.25,43.88,224.29,2,0,0,N,Corporate,Indirect,CH-2295,ACC2045,2023-02-04 00:00:00,bookings_202302.csv
510,ProtelPMS,BK900510,BHG-2024-000510,CUST100113,BRO-MAI-SUM24,Maison Royale,2024-10-12 00:00:00,,,2024-10-15 00:00:00,2025-04-06 00:00:00,2025-04-10 00:00:00,2025-04-06 00:00:00,2025-04-10 00:00:00,5176.69,2906.17,106.46,20.97,0.0,3,1,0,N,Travel Agent,Indirect,CH-2804,ACC2057,2024-10-12 00:00:00,bookings_202410.csv
511,Mews,BK900511,BHG-2024-000511,CUST100166,BRO-GRA-SPR24,Grand Palais,2023-06-14 00:00:00,,,2023-06-16 11:00:00,2023-10-06 11:00:00,2023-10-09 11:00:00,2023-10-06 11:00:00,2023-10-09 11:00:00,2056.23,1564.21,49.99,25.18,0.0,1,0,0,Y,Travel Agent,Indirect,CH-7782,ACC2034,2023-06-14 00:00:00,bookings_202306.csv
512,Micros,BK900512,BHG-2024-000512,CUST100674,BRO-GRA-SUM24,Grand Palais,2023-09-11 00:00:00,,,2023-09-12 14:00:00,2023-12-12 14:00:00,2023-12-15 14:00:00,2023-12-12 14:00:00,2023-12-15 14:00:00,4606.41,3365.81,123.8,13.74,0.0,2,0,0,Y,OTA,Corporate,CH-5007,ACC2028,2023-09-11 00:00:00,bookings_202309.csv
513,Mews,BK900513,BHG-2024-000513,CUST100623,BRO-GRA-WIN24,Grand Palais,2024-12-23 00:00:00,,,2024-12-24 09:00:00,2025-03-11 09:00:00,2025-03-25 09:00:00,2025-03-11 09:00:00,2025-03-25 09:00:00,12787.92,7809.23,292.68,30.42,0.0,1,2,0,N,Telephone,Direct,CH-6377,ACC2016,2024-12-23 00:00:00,bookings_202412.csv
514,Mews,BK900514,BHG-2024-000514,CUST100513,BRO-CHÂ-AUT24,Château Moderne,2023-05-12 00:00:00,,,2023-05-14 13:00:00,2023-07-15 13:00:00,2023-07-29 13:00:00,2023-07-15 13:00:00,2023-07-29 13:00:00,6705.75,3931.38,197.89,44.9,0.0,2,2,0,N,Web,Corporate,CH-3839,ACC2027,2023-05-12 00:00:00,bookings_202305.csv
515,ProtelPMS,BK900515,BHG-2024-000515,CUST100118,BRO-CHÂ-AUT24,Château Moderne,2024-05-05 00:00:00,,,2024-05-05 05:00:00,2024-09-11 05:00:00,2024-09-15 05:00:00,2024-09-11 05:00:00,2024-09-15 05:00:00,5121.36,3559.18,137.08,16.67,0.0,4,2,0,N,Telephone,Direct,CH-5004,ACC2056,2024-05-05 00:00:00,bookings_202405.csv
516,Micros,BK900516,BHG-2024-000516,CUST100011,BRO-MAI-SPR24,Maison Royale,2023-11-06 00:00:00,,,2023-11-07 11:00:00,2024-04-07 11:00:00,2024-04-12 11:00:00,2024-04-07 11:00:00,2024-04-12 11:00:00,7803.04,4692.69,123.44,1.23,0.0,2,0,0,N,Telephone,Direct,CH-4342,ACC2003,2023-11-06 00:00:00,bookings_202311.csv
517,Micros,BK900517,BHG-2024-000517,CUST100473,BRO-MAI-AUT24,Maison Royale,2024-02-07 00:00:00,,,2024-02-08 21:00:00,2024-06-29 21:00:00,2024-07-13 21:00:00,2024-06-29 21:00:00,2024-07-13 21:00:00,19529.44,14512.41,575.29,24.99,0.0,2,2,0,N,OTA,Corporate,CH-4578,ACC2022,2024-02-07 00:00:00,bookings_202402.csv
518,Mews,BK900518,BHG-2024-000518,CUST100071,BRO-CHÂ-SPR24,Château Moderne,2024-12-23 00:00:00,,,2024-12-24 22:00:00,2025-05-21 22:00:00,2025-05-24 22:00:00,2025-05-21 22:00:00,2025-05-24 22:00:00,4403.68,2507.75,80.77,24.39,0.0,3,0,1,N,Telephone,Indirect,CH-4007,ACC2017,2024-12-23 00:00:00,bookings_202412.csv
519,Micros,BK900519,BHG-2024-000519,CUST100196,BRO-GRA-SPR24,Grand Palais,2024-02-22 00:00:00,2024-03-01 20:00:00,Flight cancelled,2024-02-22 20:00:00,2024-08-18 20:00:00,2024-08-20 20:00:00,2024-08-18 20:00:00,2024-08-20 20:00:00,813.64,497.12,14.74,4.85,162.73,1,0,1,Y,GDS,Corporate,CH-7810,ACC2054,2024-02-22 00:00:00,bookings_202402.csv
520,Micros,BK900520,BHG-2024-000520,CUST100517,BRO-GRA-WIN24,Grand Palais,2024-12-10 00:00:00,2025-01-07 02:00:00,Change of plans,2024-12-12 02:00:00,2025-05-06 02:00:00,2025-05-07 02:00:00,2025-05-06 02:00:00,2025-05-07 02:00:00,1939.18,1191.69,51.0,43.17,387.84,3,0,0,Y,Corporate,Indirect,CH-2055,ACC2048,2024-12-10 00:00:00,bookings_202412.csv
521,Micros,BK900521,BHG-2024-000521,CUST100477,BRO-CHÂ-WIN24,Château Moderne,2023-07-12 00:00:00,,,2023-07-12 04:00:00,2023-10-04 04:00:00,2023-10-07 04:00:00,2023-10-04 04:00:00,2023-10-07 04:00:00,1854.6,1357.6,38.02,2.11,0.0,1,0,0,N,Corporate,Indirect,CH-6543,ACC2017,2023-07-12 00:00:00,bookings_202307.csv
522,Mews,BK900522,BHG-2024-000522,CUST100186,BRO-CHÂ-SUM24,Château Moderne,2023-12-11 00:00:00,,,2023-12-11 20:00:00,2024-02-06 20:00:00,2024-02-09 20:00:00,2024-02-06 20:00:00,2024-02-09 20:00:00,483.24,267.59,9.64,25.81,0.0,1,2,0,N,Telephone,Direct,CH-4763,ACC2029,2023-12-11 00:00:00,bookings_202312.csv
523,Mews,BK900523,BHG-2024-000523,CUST100023,BRO-GRA-AUT24,Grand Palais,2023-07-22 00:00:00,,,2023-07-23 08:00:00,2023-11-11 08:00:00,2023-11-18 08:00:00,2023-11-11 08:00:00,2023-11-18 08:00:00,17474.78,11078.94,475.96,19.69,0.0,3,0,1,N,Corporate,Corporate,CH-6691,ACC2015,2023-07-22 00:00:00,bookings_202307.csv
524,Micros,BK900524,BHG-2024-000524,CUST100323,BRO-GRA-WIN24,Grand Palais,2023-02-28 00:00:00,,,2023-02-28 22:00:00,2023-05-17 22:00:00,2023-05-21 22:00:00,2023-05-17 22:00:00,2023-05-21 22:00:00,3160.0,2142.19,59.64,21.94,0.0,1,0,0,N,Telephone,Indirect,CH-3159,ACC2016,2023-02-28 00:00:00,bookings_202302.csv
525,Mews,BK900525,BHG-2024-000525,CUST100048,BRO-CHÂ-WIN24,Château Moderne,2024-07-07 00:00:00,,,2024-07-08 13:00:00,2024-11-09 13:00:00,2024-11-11 13:00:00,2024-11-09 13:00:00,2024-11-11 13:00:00,1854.25,1325.92,54.45,29.79,0.0,4,2,0,N,Web,Indirect,CH-1958,ACC2009,2024-07-07 00:00:00,bookings_202407.csv
526,Micros,BK900526,BHG-2024-000526,CUST100450,BRO-CHÂ-SUM24,Château Moderne,2024-02-28 00:00:00,,,2024-02-29 09:00:00,2024-08-23 09:00:00,2024-09-02 09:00:00,2024-08-23 09:00:00,2024-09-02 09:00:00,28391.26,20127.31,562.62,11.72,0.0,4,0,1,N,Travel Agent,Direct,CH-7329,ACC2053,2024-02-28 00:00:00,bookings_202402.csv
527,Mews,BK900527,BHG-2024-000527,CUST100369,BRO-GRA-SUM24,Grand Palais,2024-07-08 00:00:00,,,2024-07-09 05:00:00,2024-11-30 05:00:00,2024-12-07 05:00:00,2024-11-30 05:00:00,2024-12-07 05:00:00,9393.88,7051.12,149.94,7.0,0.0,3,1,0,N,Corporate,Indirect,CH-9745,ACC2041,2024-07-08 00:00:00,bookings_202407.csv
528,Mews,BK900528,BHG-2024-000528,CUST100289,BRO-CHÂ-SUM24,Château Moderne,2023-09-18 00:00:00,,,2023-09-20 16:00:00,2023-11-03 16:00:00,2023-11-06 16:00:00,2023-11-03 16:00:00,2023-11-06 16:00:00,5851.27,4483.9,157.5,4.49,0.0,3,0,1,N,Web,Direct,CH-9698,ACC2046,2023-09-18 00:00:00,bookings_202309.csv
529,ProtelPMS,BK900529,BHG-2024-000529,CUST100469,BRO-CHÂ-SUM24,Château Moderne,2023-02-12 00:00:00,,,2023-02-13 06:00:00,2023-05-19 06:00:00,2023-05-29 06:00:00,2023-05-19 06:00:00,2023-05-29 06:00:00,22006.55,16612.67,626.79,20.45,0.0,3,2,0,Y,Travel Agent,Corporate,CH-1590,ACC2033,2023-02-12 00:00:00,bookings_202302.csv
530,ProtelPMS,BK900530,BHG-2024-000530,CUST100645,BRO-CHÂ-SUM24,Château Moderne,2023-08-19 00:00:00,,,2023-08-19 19:00:00,2023-11-24 19:00:00,2023-11-26 19:00:00,2023-11-24 19:00:00,2023-11-26 19:00:00,3020.34,1784.98,59.73,39.86,0.0,2,2,0,Y,Web,Direct,CH-3875,ACC2060,2023-08-19 00:00:00,bookings_202308.csv
531,ProtelPMS,BK900531,BHG-2024-000531,CUST100146,BRO-CHÂ-WIN24,Château Moderne,2024-05-19 00:00:00,,,2024-05-21 01:00:00,2024-08-01 01:00:00,2024-08-04 01:00:00,2024-08-01 01:00:00,2024-08-04 01:00:00,1029.66,769.31,17.76,5.08,0.0,2,0,0,Y,GDS,Indirect,CH-5270,ACC2058,2024-05-19 00:00:00,bookings_202405.csv
532,Mews,BK900532,BHG-2024-000532,CUST100606,BRO-MAI-SUM24,Maison Royale,2024-10-23 00:00:00,,,2024-10-25 00:00:00,2024-12-20 00:00:00,2024-12-23 00:00:00,2024-12-20 00:00:00,2024-12-23 00:00:00,985.33,607.63,19.24,39.47,0.0,1,2,0,N,OTA,Corporate,CH-9177,ACC2057,2024-10-23 00:00:00,bookings_202410.csv
533,Micros,BK900533,BHG-2024-000533,CUST100521,BRO-CHÂ-SPR24,Château Moderne,2024-08-17 00:00:00,,,2024-08-18 18:00:00,2024-08-28 18:00:00,2024-08-31 18:00:00,2024-08-28 18:00:00,2024-08-31 18:00:00,10785.33,7454.66,222.86,22.84,0.0,4,0,0,N,OTA,Indirect,CH-4104,ACC2039,2024-08-17 00:00:00,bookings_202408.csv
534,ProtelPMS,BK900534,BHG-2024-000534,CUST100699,BRO-CHÂ-WIN24,Château Moderne,2024-05-23 00:00:00,,,2024-05-24 08:00:00,2024-11-06 08:00:00,2024-11-08 08:00:00,2024-11-06 08:00:00,2024-11-08 08:00:00,5847.56,4020.07,115.48,10.49,0.0,3,0,0,Y,Corporate,Indirect,CH-6224,ACC2029,2024-05-23 00:00:00,bookings_202405.csv
535,Micros,BK900535,BHG-2024-000535,CUST100175,BRO-MAI-WIN24,Maison Royale,2024-01-03 00:00:00,,,2024-01-06 00:00:00,2024-02-21 00:00:00,2024-02-22 00:00:00,2024-02-21 00:00:00,2024-02-22 00:00:00,551.81,380.23,8.51,16.6,0.0,2,0,0,N,OTA,Indirect,CH-2917,ACC2011,2024-01-03 00:00:00,bookings_202401.csv
536,Mews,BK900536,BHG-2024-000536,CUST100074,BRO-CHÂ-AUT24,Château Moderne,2024-02-25 00:00:00,,,2024-02-26 03:00:00,2024-03-14 03:00:00,2024-03-16 03:00:00,2024-03-14 03:00:00,2024-03-16 03:00:00,1418.63,859.98,35.5,36.56,0.0,2,2,1,N,OTA,Corporate,CH-5860,ACC2021,2024-02-25 00:00:00,bookings_202402.csv
537,Mews,BK900537,BHG-2024-000537,CUST100681,BRO-GRA-SUM24,Grand Palais,2023-07-04 00:00:00,2023-07-26 05:00:00,Flight cancelled,2023-07-04 05:00:00,2023-10-29 05:00:00,2023-11-03 05:00:00,2023-10-29 05:00:00,2023-11-03 05:00:00,7133.48,4827.81,117.39,9.21,1426.7,2,2,0,N,Web,Indirect,CH-9756,ACC2049,2023-07-04 00:00:00,bookings_202307.csv
538,Micros,BK900538,BHG-2024-000538,CUST100230,BRO-CHÂ-SUM24,Château Moderne,2023-06-10 00:00:00,,,2023-06-10 08:00:00,2023-11-28 08:00:00,2023-11-30 08:00:00,2023-11-28 08:00:00,2023-11-30 08:00:00,1662.18,1056.46,32.31,29.82,0.0,1,0,0,N,OTA,Direct,CH-8134,ACC2046,2023-06-10 00:00:00,bookings_202306.csv
539,Mews,BK900539,BHG-2024-000539,CUST100557,BRO-CHÂ-SPR24,Château Moderne,2024-07-02 00:00:00,,,2024-07-04 15:00:00,2024-10-21 15:00:00,2024-10-24 15:00:00,2024-10-21 15:00:00,2024-10-24 15:00:00,1839.71,1122.76,42.42,17.53,0.0,1,2,0,N,GDS,Direct,CH-1697,ACC2027,2024-07-02 00:00:00,bookings_202407.csv
540,Mews,BK900540,BHG-2024-000540,CUST100398,BRO-CHÂ-SPR24,Château Moderne,2024-08-06 00:00:00,,,2024-08-08 16:00:00,2024-12-20 16:00:00,2024-12-27 16:00:00,2024-12-20 16:00:00,2024-12-27 16:00:00,8463.24,6165.18,248.79,28.7,0.0,2,0,0,Y,GDS,Indirect,CH-2945,ACC2012,2024-08-06 00:00:00,bookings_202408.csv
541,Micros,BK900541,BHG-2024-000541,CUST100611,BRO-GRA-SUM24,Grand Palais,2023-05-13 00:00:00,2023-05-19 03:00:00,Medical,2023-05-14 03:00:00,2023-08-04 03:00:00,2023-08-06 03:00:00,2023-08-04 03:00:00,2023-08-06 03:00:00,1849.4,1099.4,28.22,31.06,369.88,3,1,0,N,OTA,Indirect,CH-9714,ACC2028,2023-05-13 00:00:00,bookings_202305.csv
542,Micros,BK900542,BHG-2024-000542,CUST100223,BRO-CHÂ-SPR24,Château Moderne,2023-04-26 00:00:00,,,2023-04-27 12:00:00,2023-09-05 12:00:00,2023-09-15 12:00:00,2023-09-05 12:00:00,2023-09-15 12:00:00,11228.17,7763.71,194.26,34.22,0.0,2,0,0,N,GDS,Direct,CH-9416,ACC2051,2023-04-26 00:00:00,bookings_202304.csv
543,Mews,BK900543,BHG-2024-000543,CUST100204,BRO-GRA-SPR24,Grand Palais,2024-07-16 00:00:00,,,2024-07-16 02:00:00,2024-08-06 02:00:00,2024-08-09 02:00:00,2024-08-06 02:00:00,2024-08-09 02:00:00,4754.48,3429.78,121.68,2.81,0.0,2,1,0,N,GDS,Direct,CH-9834,ACC2008,2024-07-16 00:00:00,bookings_202407.csv
544,ProtelPMS,BK900544,BHG-2024-000544,CUST100345,BRO-GRA-SUM24,Grand Palais,2024-07-11 00:00:00,2024-08-03 02:00:00,Medical,2024-07-13 02:00:00,2024-09-06 02:00:00,2024-09-08 02:00:00,2024-09-06 02:00:00,2024-09-08 02:00:00,774.44,583.81,22.06,24.74,154.89,1,0,0,N,Corporate,Corporate,CH-3800,ACC2013,2024-07-11 00:00:00,bookings_202407.csv
545,Micros,BK900545,BHG-2024-000545,CUST100676,BRO-GRA-WIN24,Grand Palais,2024-08-01 00:00:00,,,2024-08-01 07:00:00,2024-08-23 07:00:00,2024-08-30 07:00:00,2024-08-23 07:00:00,2024-08-30 07:00:00,18190.71,13169.09,527.59,38.6,0.0,3,1,0,N,OTA,Corporate,CH-7313,ACC2050,2024-08-01 00:00:00,bookings_202408.csv
546,Micros,BK900546,BHG-2024-000546,CUST100690,BRO-CHÂ-AUT24,Château Moderne,2023-07-28 00:00:00,,,2023-07-29 03:00:00,2023-12-06 03:00:00,2023-12-11 03:00:00,2023-12-06 03:00:00,2023-12-11 03:00:00,3517.72,2649.38,103.6,41.09,0.0,1,2,0,N,Corporate,Indirect,CH-2716,ACC2051,2023-07-28 00:00:00,bookings_202307.csv
547,Micros,BK900547,BHG-2024-000547,CUST100254,BRO-GRA-WIN24,Grand Palais,2024-07-19 00:00:00,,,2024-07-20 15:00:00,2024-08-23 15:00:00,2024-08-24 15:00:00,2024-08-23 15:00:00,2024-08-24 15:00:00,327.38,197.05,7.9,4.46,0.0,1,0,0,N,Telephone,Indirect,CH-2037,ACC2028,2024-07-19 00:00:00,bookings_202407.csv
548,Mews,BK900548,BHG-2024-000548,CUST100542,BRO-CHÂ-SUM24,Château Moderne,2023-11-30 00:00:00,,,2023-11-30 02:00:00,2024-03-19 02:00:00,2024-03-26 02:00:00,2024-03-19 02:00:00,2024-03-26 02:00:00,5656.24,4051.97,154.88,7.52,0.0,1,0,1,N,Telephone,Direct,CH-3087,ACC2031,2023-11-30 00:00:00,bookings_202311.csv
549,Micros,BK900549,BHG-2024-000549,CUST100479,BRO-CHÂ-SPR24,Château Moderne,2024-03-31 00:00:00,,,2024-04-02 04:00:00,2024-05-08 04:00:00,2024-05-15 04:00:00,2024-05-08 04:00:00,2024-05-15 04:00:00,20872.64,13491.44,580.23,28.95,0.0,3,0,0,N,GDS,Indirect,CH-3919,ACC2039,2024-03-31 00:00:00,bookings_202403.csv
