raw_component_id,raw_booking_id,external_booking_id,component_type,component_reference,component_name,external_accommodation_id,external_supplier_id,start_date,end_date,created_ts,cancelled_ts,cancellation_notes,duration_days,sequence,price,cost,price_currency,cost_currency,price_fx_rate,cost_fx_rate,adults,children,infants,status,load_ts,source_file
910,541,BK900541,Accommodation,COMP-0000910,Accommodation - Standard,ACC2028,SUP5001,2023-08-04 03:00:00,2023-08-06 03:00:00,2023-05-13 00:00:00,2023-05-19 03:00:00,Medical,2,1,1571.99,992.09,EUR,EUR,1.0,1.0,3,1,0,Cancelled,2023-05-13 00:00:00,bookings_202305.csv
911,541,BK900541,Parking,COMP-0000911,Parking - Standard,,SUP5003,2023-08-04 03:00:00,2023-08-04 06:00:00,2023-05-13 00:00:00,2023-05-19 03:00:00,Medical,0,2,847.66,581.86,EUR,EUR,1.0,1.0,3,1,0,Cancelled,2023-05-13 00:00:00,bookings_202305.csv
912,542,BK900542,Accommodation,COMP-0000912,Accommodation - Standard,ACC2051,SUP5002,2023-09-05 12:00:00,2023-09-15 12:00:00,2023-04-26 00:00:00,,,10,1,9543.94,6265.31,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2023-04-26 00:00:00,bookings_202304.csv
913,542,BK900542,Laundry,COMP-0000913,Laundry - Standard,,SUP5005,2023-09-05 12:00:00,2023-09-05 15:00:00,2023-04-26 00:00:00,,,0,2,5227.33,3133.53,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2023-04-26 00:00:00,bookings_202304.csv
914,542,BK900542,Restaurant,COMP-0000914,Restaurant - Deluxe,,SUP5005,2023-09-05 12:00:00,2023-09-05 14:00:00,2023-04-26 00:00:00,,,0,3,2473.42,1738.29,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2023-04-26 00:00:00,bookings_202304.csv
915,543,BK900543,Accommodation,COMP-0000915,Accommodation - Deluxe,ACC2008,SUP5001,2024-08-06 02:00:00,2024-08-09 02:00:00,2024-07-16 00:00:00,,,3,1,4041.31,2340.13,EUR,EUR,1.0,1.0,2,1,0,Confirmed,2024-07-16 00:00:00,bookings_202407.csv
916,543,BK900543,Laundry,COMP-0000916,Laundry - Deluxe,,SUP5001,2024-08-06 02:00:00,2024-08-06 05:00:00,2024-07-16 00:00:00,,,0,2,568.25,343.58,EUR,EUR,1.0,1.0,2,1,0,Checked-Out,2024-07-16 00:00:00,bookings_202407.csv
917,544,BK900544,Accommodation,COMP-0000917,Accommodation - Premium,ACC2013,SUP5005,2024-09-06 02:00:00,2024-09-08 02:00:00,2024-07-11 00:00:00,2024-08-03 02:00:00,Medical,2,1,658.27,429.92,EUR,EUR,1.0,1.0,1,0,0,Cancelled,2024-07-11 00:00:00,bookings_202407.csv
918,544,BK900544,Parking,COMP-0000918,Parking - Deluxe,,SUP5005,2024-09-06 02:00:00,2024-09-06 04:00:00,2024-07-11 00:00:00,2024-08-03 02:00:00,Medical,0,2,356.24,268.44,EUR,EUR,1.0,1.0,1,0,0,Cancelled,2024-07-11 00:00:00,bookings_202407.csv
919,544,BK900544,Transfer,COMP-0000919,Transfer - Standard,,SUP5005,2024-09-06 02:00:00,2024-09-06 03:00:00,2024-07-11 00:00:00,2024-08-03 02:00:00,Medical,0,3,373.94,233.83,EUR,EUR,1.0,1.0,1,0,0,Cancelled,2024-07-11 00:00:00,bookings_202407.csv
920,545,BK900545,Accommodation,COMP-0000920,Accommodation - Deluxe,ACC2050,SUP5002,2024-08-23 07:00:00,2024-08-30 07:00:00,2024-08-01 00:00:00,,,7,1,15462.1,9061.83,EUR,EUR,1.0,1.0,3,1,0,Confirmed,2024-08-01 00:00:00,bookings_202408.csv
921,545,BK900545,Parking,COMP-0000921,Parking - Deluxe,,SUP5005,2024-08-23 07:00:00,2024-08-23 10:00:00,2024-08-01 00:00:00,,,0,2,11989.11,8943.26,EUR,EUR,1.0,1.0,3,1,0,Checked-Out,2024-08-01 00:00:00,bookings_202408.csv
922,546,BK900546,Accommodation,COMP-0000922,Accommodation - Deluxe,ACC2051,SUP5003,2023-12-06 03:00:00,2023-12-11 03:00:00,2023-07-28 00:00:00,,,5,1,2990.06,2243.41,USD,EUR,0.98538,1.0,1,2,0,Checked-In,2023-07-28 00:00:00,bookings_202307.csv
923,547,BK900547,Accommodation,COMP-0000923,Accommodation - Premium,ACC2028,SUP5001,2024-08-23 15:00:00,2024-08-24 15:00:00,2024-07-19 00:00:00,,,1,1,278.27,195.38,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2024-07-19 00:00:00,bookings_202407.csv
924,547,BK900547,Spa,COMP-0000924,Spa - Premium,,SUP5001,2024-08-23 15:00:00,2024-08-23 19:00:00,2024-07-19 00:00:00,,,0,2,80.6,61.7,GBP,EUR,1.06209,1.0,1,0,0,Checked-Out,2024-07-19 00:00:00,bookings_202407.csv
925,548,BK900548,Accommodation,COMP-0000925,Accommodation - Deluxe,ACC2031,SUP5004,2024-03-19 02:00:00,2024-03-26 02:00:00,2023-11-30 00:00:00,,,7,1,4807.8,3199.19,EUR,EUR,1.0,1.0,1,0,1,Checked-Out,2023-11-30 00:00:00,bookings_202311.csv
926,548,BK900548,Spa,COMP-0000926,Spa - Deluxe,,SUP5005,2024-03-19 02:00:00,2024-03-19 05:00:00,2023-11-30 00:00:00,,,0,2,3363.96,2439.91,GBP,EUR,0.93072,1.0,1,0,1,Checked-In,2023-11-30 00:00:00,bookings_202311.csv
927,548,BK900548,Transfer,COMP-0000927,Transfer - Premium,,SUP5002,2024-03-19 02:00:00,2024-03-19 05:00:00,2023-11-30 00:00:00,,,0,3,3067.13,2046.99,EUR,EUR,1.0,1.0,1,0,1,Checked-In,2023-11-30 00:00:00,bookings_202311.csv
928,549,BK900549,Accommodation,COMP-0000928,Accommodation - Premium,ACC2039,SUP5003,2024-05-08 04:00:00,2024-05-15 04:00:00,2024-03-31 00:00:00,,,7,1,17741.74,9925.55,EUR,EUR,1.0,1.0,3,0,0,Checked-Out,2024-03-31 00:00:00,bookings_202403.csv
929,550,BK900550,Accommodation,COMP-0000929,Accommodation - Deluxe,ACC2002,SUP5003,2023-09-17 02:00:00,2023-09-21 02:00:00,2023-06-04 00:00:00,,,4,1,11085.97,8469.29,EUR,EUR,1.0,1.0,4,1,1,Checked-In,2023-06-04 00:00:00,bookings_202306.csv
930,550,BK900550,Restaurant,COMP-0000930,Restaurant - Deluxe,,SUP5005,2023-09-17 02:00:00,2023-09-17 03:00:00,2023-06-04 00:00:00,,,0,2,4186.07,2622.6,EUR,EUR,1.0,1.0,4,1,1,Checked-In,2023-06-04 00:00:00,bookings_202306.csv
931,551,BK900551,Accommodation,COMP-0000931,Accommodation - Premium,ACC2033,SUP5004,2024-10-20 00:00:00,2024-10-24 00:00:00,2024-08-30 00:00:00,,,4,1,4744.45,3334.07,USD,EUR,0.964,1.0,2,0,1,Checked-Out,2024-08-30 00:00:00,bookings_202408.csv
932,552,BK900552,Accommodation,COMP-0000932,Accommodation - Premium,ACC2049,SUP5004,2025-01-19 04:00:00,2025-02-02 04:00:00,2024-09-24 00:00:00,,,14,1,15487.6,10287.33,EUR,EUR,1.0,1.0,2,0,1,Checked-In,2024-09-24 00:00:00,bookings_202409.csv
933,552,BK900552,Restaurant,COMP-0000933,Restaurant - Deluxe,,SUP5001,2025-01-19 04:00:00,2025-01-19 06:00:00,2024-09-24 00:00:00,,,0,2,5866.38,4413.03,EUR,EUR,1.0,1.0,2,0,1,Checked-Out,2024-09-24 00:00:00,bookings_202409.csv
934,552,BK900552,Restaurant,COMP-0000934,Restaurant - Premium,,SUP5002,2025-01-19 04:00:00,2025-01-19 08:00:00,2024-09-24 00:00:00,,,0,3,11131.31,8008.22,GBP,EUR,1.02083,1.0,2,0,1,Confirmed,2024-09-24 00:00:00,bookings_202409.csv
935,553,BK900553,Accommodation,COMP-0000935,Accommodation - Premium,ACC2036,SUP5003,2024-04-16 12:00:00,2024-04-19 12:00:00,2023-12-27 00:00:00,2024-01-14 12:00:00,Flight cancelled,3,1,638.97,360.56,EUR,EUR,1.0,1.0,1,2,0,Cancelled,2023-12-27 00:00:00,bookings_202312.csv
936,553,BK900553,Minibar,COMP-0000936,Minibar - Premium,,SUP5003,2024-04-16 12:00:00,2024-04-16 16:00:00,2023-12-27 00:00:00,2024-01-14 12:00:00,Flight cancelled,0,2,518.67,350.57,USD,EUR,1.07596,1.0,1,2,0,Cancelled,2023-12-27 00:00:00,bookings_202312.csv
937,554,BK900554,Accommodation,COMP-0000937,Accommodation - Deluxe,ACC2007,SUP5002,2024-06-30 13:00:00,2024-07-10 13:00:00,2024-01-25 00:00:00,2024-02-05 13:00:00,Change of plans,10,1,12371.21,8045.82,EUR,EUR,1.0,1.0,2,0,0,Cancelled,2024-01-25 00:00:00,bookings_202401.csv
938,555,BK900555,Accommodation,COMP-0000938,Accommodation - Standard,ACC2003,SUP5004,2024-05-04 03:00:00,2024-05-14 03:00:00,2024-02-11 00:00:00,,,10,1,3294.39,2070.23,USD,EUR,0.93773,1.0,1,0,0,Checked-Out,2024-02-11 00:00:00,bookings_202402.csv
939,555,BK900555,Minibar,COMP-0000939,Minibar - Premium,,SUP5002,2024-05-04 03:00:00,2024-05-04 07:00:00,2024-02-11 00:00:00,,,0,2,901.49,682.77,USD,EUR,0.95743,1.0,1,0,0,Checked-In,2024-02-11 00:00:00,bookings_202402.csv
940,556,BK900556,Accommodation,COMP-0000940,Accommodation - Standard,ACC2052,SUP5001,2023-06-23 18:00:00,2023-06-26 18:00:00,2023-02-12 00:00:00,,,3,1,3516.69,2237.98,EUR,EUR,1.0,1.0,2,2,0,Checked-Out,2023-02-12 00:00:00,bookings_202302.csv
941,557,BK900557,Accommodation,COMP-0000941,Accommodation - Standard,ACC2060,SUP5004,2024-04-13 23:00:00,2024-04-14 23:00:00,2024-04-02 00:00:00,2024-04-05 23:00:00,Flight cancelled,1,1,2069.89,1461.95,EUR,EUR,1.0,1.0,3,0,1,Cancelled,2024-04-02 00:00:00,bookings_202404.csv
942,558,BK900558,Accommodation,COMP-0000942,Accommodation - Deluxe,ACC2036,SUP5003,2023-11-23 00:00:00,2023-11-30 00:00:00,2023-09-25 00:00:00,,,7,1,9677.05,7418.82,EUR,EUR,1.0,1.0,3,0,1,Checked-In,2023-09-25 00:00:00,bookings_202309.csv
943,559,BK900559,Accommodation,COMP-0000943,Accommodation - Standard,ACC2057,SUP5004,2024-11-03 04:00:00,2024-11-05 04:00:00,2024-10-20 00:00:00,,,2,1,1569.75,963.12,EUR,EUR,1.0,1.0,1,1,0,Checked-Out,2024-10-20 00:00:00,bookings_202410.csv
944,560,BK900560,Accommodation,COMP-0000944,Accommodation - Standard,ACC2031,SUP5003,2024-02-01 19:00:00,2024-02-11 19:00:00,2023-10-08 00:00:00,,,10,1,7035.72,5423.75,GBP,EUR,1.05226,1.0,2,0,0,Checked-Out,2023-10-08 00:00:00,bookings_202310.csv
945,561,BK900561,Accommodation,COMP-0000945,Accommodation - Premium,ACC2009,SUP5003,2024-01-12 06:00:00,2024-01-14 06:00:00,2023-11-19 00:00:00,,,2,1,749.12,519.27,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2023-11-19 00:00:00,bookings_202311.csv
946,562,BK900562,Accommodation,COMP-0000946,Accommodation - Standard,ACC2058,SUP5005,2024-06-28 14:00:00,2024-07-01 14:00:00,2024-02-03 00:00:00,,,3,1,3436.78,2225.35,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2024-02-03 00:00:00,bookings_202402.csv
947,563,BK900563,Accommodation,COMP-0000947,Accommodation - Deluxe,ACC2009,SUP5004,2024-01-27 18:00:00,2024-01-30 18:00:00,2023-10-22 00:00:00,2023-11-15 18:00:00,Change of plans,3,1,1590.0,1051.37,USD,EUR,0.91971,1.0,4,2,0,Cancelled,2023-10-22 00:00:00,bookings_202310.csv
948,563,BK900563,Minibar,COMP-0000948,Minibar - Deluxe,,SUP5006,2024-01-27 18:00:00,2024-01-27 19:00:00,2023-10-22 00:00:00,2023-11-15 18:00:00,Change of plans,0,2,586.75,323.76,EUR,EUR,1.0,1.0,4,2,0,Cancelled,2023-10-22 00:00:00,bookings_202310.csv
949,563,BK900563,Parking,COMP-0000949,Parking - Standard,,SUP5002,2024-01-27 18:00:00,2024-01-27 19:00:00,2023-10-22 00:00:00,2023-11-15 18:00:00,Change of plans,0,3,1039.07,583.63,USD,EUR,0.9767,1.0,4,2,0,Cancelled,2023-10-22 00:00:00,bookings_202310.csv
950,564,BK900564,Accommodation,COMP-0000950,Accommodation - Standard,ACC2030,SUP5005,2024-09-13 20:00:00,2024-09-16 20:00:00,2024-05-21 00:00:00,,,3,1,3237.37,2287.24,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-05-21 00:00:00,bookings_202405.csv
951,565,BK900565,Accommodation,COMP-0000951,Accommodation - Standard,ACC2046,SUP5004,2024-03-06 12:00:00,2024-03-08 12:00:00,2023-11-17 00:00:00,,,2,1,2332.94,1668.48,GBP,EUR,0.95015,1.0,2,1,0,Checked-In,2023-11-17 00:00:00,bookings_202311.csv
952,565,BK900565,Parking,COMP-0000952,Parking - Deluxe,,SUP5005,2024-03-06 12:00:00,2024-03-06 14:00:00,2023-11-17 00:00:00,,,0,2,1735.44,1265.21,EUR,EUR,1.0,1.0,2,1,0,Checked-In,2023-11-17 00:00:00,bookings_202311.csv
953,565,BK900565,Parking,COMP-0000953,Parking - Standard,,SUP5005,2024-03-06 12:00:00,2024-03-06 15:00:00,2023-11-17 00:00:00,,,0,3,333.83,227.81,EUR,EUR,1.0,1.0,2,1,0,Confirmed,2023-11-17 00:00:00,bookings_202311.csv
954,566,BK900566,Accommodation,COMP-0000954,Accommodation - Deluxe,ACC2029,SUP5005,2024-06-25 15:00:00,2024-07-02 15:00:00,2024-04-10 00:00:00,,,7,1,9789.55,6221.41,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-04-10 00:00:00,bookings_202404.csv
955,567,BK900567,Accommodation,COMP-0000955,Accommodation - Standard,ACC2020,SUP5002,2025-02-18 10:00:00,2025-02-21 10:00:00,2024-12-20 00:00:00,,,3,1,2254.36,1295.91,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2024-12-20 00:00:00,bookings_202412.csv
956,568,BK900568,Accommodation,COMP-0000956,Accommodation - Deluxe,ACC2016,SUP5001,2025-04-01 18:00:00,2025-04-03 18:00:00,2024-10-21 00:00:00,,,2,1,1005.93,619.21,GBP,EUR,0.94417,1.0,1,2,1,Checked-In,2024-10-21 00:00:00,bookings_202410.csv
957,568,BK900568,Laundry,COMP-0000957,Laundry - Premium,,SUP5005,2025-04-01 18:00:00,2025-04-01 22:00:00,2024-10-21 00:00:00,,,0,2,286.89,172.12,EUR,EUR,1.0,1.0,1,2,1,Checked-In,2024-10-21 00:00:00,bookings_202410.csv
958,569,BK900569,Accommodation,COMP-0000958,Accommodation - Deluxe,ACC2001,SUP5001,2024-02-17 23:00:00,2024-02-19 23:00:00,2023-10-20 00:00:00,,,2,1,440.25,260.86,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2023-10-20 00:00:00,bookings_202310.csv
959,570,BK900570,Accommodation,COMP-0000959,Accommodation - Deluxe,ACC2004,SUP5002,2023-09-14 17:00:00,2023-09-16 17:00:00,2023-04-14 00:00:00,,,2,1,2073.81,1354.06,EUR,EUR,1.0,1.0,3,1,0,Checked-In,2023-04-14 00:00:00,bookings_202304.csv
960,570,BK900570,Minibar,COMP-0000960,Minibar - Premium,,SUP5004,2023-09-14 17:00:00,2023-09-14 18:00:00,2023-04-14 00:00:00,,,0,2,553.23,342.09,USD,EUR,0.98781,1.0,3,1,0,Confirmed,2023-04-14 00:00:00,bookings_202304.csv
961,570,BK900570,Laundry,COMP-0000961,Laundry - Standard,,SUP5002,2023-09-14 17:00:00,2023-09-14 18:00:00,2023-04-14 00:00:00,,,0,3,1535.07,1155.23,GBP,EUR,0.96382,1.0,3,1,0,Checked-In,2023-04-14 00:00:00,bookings_202304.csv
962,571,BK900571,Accommodation,COMP-0000962,Accommodation - Premium,ACC2060,SUP5002,2023-05-12 15:00:00,2023-05-15 15:00:00,2023-03-08 00:00:00,,,3,1,2354.84,1395.68,USD,EUR,0.96258,1.0,1,2,0,Checked-Out,2023-03-08 00:00:00,bookings_202303.csv
963,572,BK900572,Accommodation,COMP-0000963,Accommodation - Premium,ACC2008,SUP5004,2023-07-30 20:00:00,2023-08-09 20:00:00,2023-02-19 00:00:00,,,10,1,5215.86,3741.98,EUR,EUR,1.0,1.0,1,2,0,Confirmed,2023-02-19 00:00:00,bookings_202302.csv
964,573,BK900573,Accommodation,COMP-0000964,Accommodation - Deluxe,ACC2027,SUP5005,2025-02-01 18:00:00,2025-02-04 18:00:00,2024-11-10 00:00:00,,,3,1,4035.21,2649.17,EUR,EUR,1.0,1.0,2,1,0,Confirmed,2024-11-10 00:00:00,bookings_202411.csv
965,574,BK900574,Accommodation,COMP-0000965,Accommodation - Standard,ACC2022,SUP5004,2025-03-02 20:00:00,2025-03-04 20:00:00,2024-10-12 00:00:00,,,2,1,1572.45,1081.58,USD,EUR,0.98962,1.0,3,0,0,Checked-In,2024-10-12 00:00:00,bookings_202410.csv
966,574,BK900574,Transfer,COMP-0000966,Transfer - Premium,,SUP5005,2025-03-02 20:00:00,2025-03-03 00:00:00,2024-10-12 00:00:00,,,0,2,760.27,537.6,USD,EUR,0.95907,1.0,3,0,0,Checked-In,2024-10-12 00:00:00,bookings_202410.csv
967,575,BK900575,Accommodation,COMP-0000967,Accommodation - Deluxe,ACC2041,SUP5005,2024-10-14 09:00:00,2024-10-21 09:00:00,2024-09-15 00:00:00,2024-09-28 09:00:00,Flight cancelled,7,1,22540.72,14010.25,USD,EUR,0.9259,1.0,4,2,0,Cancelled,2024-09-15 00:00:00,bookings_202409.csv
968,576,BK900576,Accommodation,COMP-0000968,Accommodation - Deluxe,ACC2034,SUP5005,2023-06-10 10:00:00,2023-06-13 10:00:00,2023-04-18 00:00:00,,,3,1,2052.67,1310.27,EUR,EUR,1.0,1.0,1,2,0,Checked-In,2023-04-18 00:00:00,bookings_202304.csv
969,577,BK900577,Accommodation,COMP-0000969,Accommodation - Premium,ACC2037,SUP5001,2023-06-26 02:00:00,2023-07-10 02:00:00,2023-01-12 00:00:00,,,14,1,6649.3,4169.38,EUR,EUR,1.0,1.0,1,0,1,Checked-Out,2023-01-12 00:00:00,bookings_202301.csv
970,577,BK900577,Parking,COMP-0000970,Parking - Standard,,SUP5005,2023-06-26 02:00:00,2023-06-26 05:00:00,2023-01-12 00:00:00,,,0,2,2241.77,1307.31,EUR,EUR,1.0,1.0,1,0,1,Checked-In,2023-01-12 00:00:00,bookings_202301.csv
971,577,BK900577,Parking,COMP-0000971,Parking - Deluxe,,SUP5001,2023-06-26 02:00:00,2023-06-26 06:00:00,2023-01-12 00:00:00,,,0,3,4500.74,3079.26,EUR,EUR,1.0,1.0,1,0,1,Checked-Out,2023-01-12 00:00:00,bookings_202301.csv
972,578,BK900578,Accommodation,COMP-0000972,Accommodation - Standard,ACC2006,SUP5005,2025-02-19 16:00:00,2025-03-01 16:00:00,2024-10-05 00:00:00,,,10,1,27864.75,18006.45,EUR,EUR,1.0,1.0,4,1,0,Checked-In,2024-10-05 00:00:00,bookings_202410.csv
973,578,BK900578,Minibar,COMP-0000973,Minibar - Premium,,SUP5002,2025-02-19 16:00:00,2025-02-19 18:00:00,2024-10-05 00:00:00,,,0,2,6859.22,3992.03,EUR,EUR,1.0,1.0,4,1,0,Checked-Out,2024-10-05 00:00:00,bookings_202410.csv
974,579,BK900579,Accommodation,COMP-0000974,Accommodation - Standard,ACC2006,SUP5002,2023-06-04 07:00:00,2023-06-06 07:00:00,2023-01-11 00:00:00,,,2,1,2425.42,1607.69,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2023-01-11 00:00:00,bookings_202301.csv
975,579,BK900579,Restaurant,COMP-0000975,Restaurant - Deluxe,,SUP5003,2023-06-04 07:00:00,2023-06-04 08:00:00,2023-01-11 00:00:00,,,0,2,679.81,484.44,USD,EUR,1.03821,1.0,2,0,0,Confirmed,2023-01-11 00:00:00,bookings_202301.csv
976,580,BK900580,Accommodation,COMP-0000976,Accommodation - Premium,ACC2052,SUP5003,2023-05-24 16:00:00,2023-05-25 16:00:00,2023-04-14 00:00:00,,,1,1,286.42,184.78,GBP,EUR,0.99924,1.0,1,0,0,Confirmed,2023-04-14 00:00:00,bookings_202304.csv
977,580,BK900580,Spa,COMP-0000977,Spa - Deluxe,,SUP5003,2023-05-24 16:00:00,2023-05-24 20:00:00,2023-04-14 00:00:00,,,0,2,221.36,161.83,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-04-14 00:00:00,bookings_202304.csv
978,581,BK900581,Accommodation,COMP-0000978,Accommodation - Premium,ACC2006,SUP5006,2023-12-27 20:00:00,2024-01-10 20:00:00,2023-08-11 00:00:00,,,14,1,4317.43,2771.19,EUR,EUR,1.0,1.0,1,0,0,Checked-In,2023-08-11 00:00:00,bookings_202308.csv
979,581,BK900581,Parking,COMP-0000979,Parking - Deluxe,,SUP5003,2023-12-27 20:00:00,2023-12-27 23:00:00,2023-08-11 00:00:00,,,0,2,2219.53,1221.83,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2023-08-11 00:00:00,bookings_202308.csv
980,581,BK900581,Parking,COMP-0000980,Parking - Deluxe,,SUP5004,2023-12-27 20:00:00,2023-12-27 23:00:00,2023-08-11 00:00:00,,,0,3,2449.87,1617.32,EUR,EUR,1.0,1.0,1,0,0,Checked-Out,2023-08-11 00:00:00,bookings_202308.csv
981,582,BK900582,Accommodation,COMP-0000981,Accommodation - Premium,ACC2043,SUP5002,2024-03-01 11:00:00,2024-03-05 11:00:00,2023-09-10 00:00:00,,,4,1,8976.09,6935.52,EUR,EUR,1.0,1.0,4,1,0,Confirmed,2023-09-10 00:00:00,bookings_202309.csv
982,583,BK900583,Accommodation,COMP-0000982,Accommodation - Premium,ACC2044,SUP5003,2025-03-14 05:00:00,2025-03-16 05:00:00,2024-09-20 00:00:00,,,2,1,527.93,340.28,USD,EUR,0.94472,1.0,1,1,1,Checked-Out,2024-09-20 00:00:00,bookings_202409.csv
983,584,BK900584,Accommodation,COMP-0000983,Accommodation - Standard,ACC2012,SUP5001,2024-09-28 10:00:00,2024-10-01 10:00:00,2024-06-17 00:00:00,,,3,1,1869.78,1104.74,EUR,EUR,1.0,1.0,4,1,0,Confirmed,2024-06-17 00:00:00,bookings_202406.csv
984,585,BK900585,Accommodation,COMP-0000984,Accommodation - Premium,ACC2054,SUP5004,2024-01-09 05:00:00,2024-01-11 05:00:00,2023-09-29 00:00:00,2023-10-21 05:00:00,Flight cancelled,2,1,919.24,613.43,EUR,EUR,1.0,1.0,2,2,0,Cancelled,2023-09-29 00:00:00,bookings_202309.csv
985,585,BK900585,Laundry,COMP-0000985,Laundry - Standard,,SUP5001,2024-01-09 05:00:00,2024-01-09 07:00:00,2023-09-29 00:00:00,2023-10-21 05:00:00,Flight cancelled,0,2,172.87,109.74,EUR,EUR,1.0,1.0,2,2,0,Cancelled,2023-09-29 00:00:00,bookings_202309.csv
986,585,BK900585,Laundry,COMP-0000986,Laundry - Premium,,SUP5005,2024-01-09 05:00:00,2024-01-09 08:00:00,2023-09-29 00:00:00,2023-10-21 05:00:00,Flight cancelled,0,3,480.89,327.72,EUR,EUR,1.0,1.0,2,2,0,Cancelled,2023-09-29 00:00:00,bookings_202309.csv
987,586,BK900586,Accommodation,COMP-0000987,Accommodation - Standard,ACC2041,SUP5001,2024-01-25 10:00:00,2024-01-27 10:00:00,2023-09-23 00:00:00,,,2,1,2861.48,1820.0,EUR,EUR,1.0,1.0,2,0,0,Checked-Out,2023-09-23 00:00:00,bookings_202309.csv
988,586,BK900586,Minibar,COMP-0000988,Minibar - Standard,,SUP5006,2024-01-25 10:00:00,2024-01-25 13:00:00,2023-09-23 00:00:00,,,0,2,982.0,662.84,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2023-09-23 00:00:00,bookings_202309.csv
989,587,BK900587,Accommodation,COMP-0000989,Accommodation - Premium,ACC2056,SUP5004,2025-02-12 00:00:00,2025-02-14 00:00:00,2024-09-13 00:00:00,,,2,1,2776.03,1886.06,USD,EUR,1.03784,1.0,2,0,1,Confirmed,2024-09-13 00:00:00,bookings_202409.csv
990,587,BK900587,Restaurant,COMP-0000990,Restaurant - Standard,,SUP5006,2025-02-12 00:00:00,2025-02-12 01:00:00,2024-09-13 00:00:00,,,0,2,2000.46,1409.27,EUR,EUR,1.0,1.0,2,0,1,Confirmed,2024-09-13 00:00:00,bookings_202409.csv
991,587,BK900587,Restaurant,COMP-0000991,Restaurant - Standard,,SUP5001,2025-02-12 00:00:00,2025-02-12 01:00:00,2024-09-13 00:00:00,,,0,3,1400.36,770.7,USD,EUR,0.91687,1.0,2,0,1,Confirmed,2024-09-13 00:00:00,bookings_202409.csv
992,588,BK900588,Accommodation,COMP-0000992,Accommodation - Premium,ACC2055,SUP5005,2024-09-17 15:00:00,2024-09-20 15:00:00,2024-05-17 00:00:00,,,3,1,2134.15,1469.84,EUR,EUR,1.0,1.0,1,1,0,Checked-Out,2024-05-17 00:00:00,bookings_202405.csv
993,589,BK900589,Accommodation,COMP-0000993,Accommodation - Premium,ACC2058,SUP5003,2023-07-21 16:00:00,2023-07-24 16:00:00,2023-03-08 00:00:00,,,3,1,4018.3,2929.57,GBP,EUR,0.97513,1.0,2,0,0,Checked-In,2023-03-08 00:00:00,bookings_202303.csv
994,589,BK900589,Spa,COMP-0000994,Spa - Deluxe,,SUP5001,2023-07-21 16:00:00,2023-07-21 18:00:00,2023-03-08 00:00:00,,,0,2,1419.41,824.0,EUR,EUR,1.0,1.0,2,0,0,Checked-In,2023-03-08 00:00:00,bookings_202303.csv
995,589,BK900589,Parking,COMP-0000995,Parking - Deluxe,,SUP5003,2023-07-21 16:00:00,2023-07-21 18:00:00,2023-03-08 00:00:00,,,0,3,744.14,428.63,EUR,EUR,1.0,1.0,2,0,0,Confirmed,2023-03-08 00:00:00,bookings_202303.csv
996,590,BK900590,Accommodation,COMP-0000996,Accommodation - Premium,ACC2001,SUP5001,2025-01-03 14:00:00,2025-01-06 14:00:00,2024-09-29 00:00:00,,,3,1,2406.03,1496.03,USD,EUR,1.04168,1.0,3,1,0,Checked-In,2024-09-29 00:00:00,bookings_202409.csv
997,591,BK900591,Accommodation,COMP-0000997,Accommodation - Premium,ACC2058,SUP5002,2023-09-19 04:00:00,2023-09-23 04:00:00,2023-03-29 00:00:00,,,4,1,2754.52,1747.04,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2023-03-29 00:00:00,bookings_202303.csv
998,591,BK900591,Spa,COMP-0000998,Spa - Deluxe,,SUP5002,2023-09-19 04:00:00,2023-09-19 05:00:00,2023-03-29 00:00:00,,,0,2,1481.62,867.08,USD,EUR,1.01578,1.0,1,0,0,Checked-Out,2023-03-29 00:00:00,bookings_202303.csv
999,591,BK900591,Transfer,COMP-0000999,Transfer - Premium,,SUP5004,2023-09-19 04:00:00,2023-09-19 05:00:00,2023-03-29 00:00:00,,,0,3,1886.51,1124.87,EUR,EUR,1.0,1.0,1,0,0,Confirmed,2023-03-29 00:00:00,bookings_202303.csv
1000,592,BK900592,Accommodation,COMP-0001000,Accommodation - Deluxe,ACC2024,SUP5002,2024-02-23 22:00:00,2024-02-25 22:00:00,2023-09-03 00:00:00,2023-09-21 22:00:00,Change of plans,2,1,1217.12,681.66,EUR,EUR,1.0,1.0,3,2,0,Cancelled,2023-09-03 00:00:00,bookings_202309.csv
